id,ms_id,MSID,style,crop,crop_group,germplasm,organisation,short_name,long_name,description,subregion,countries,total_target_area,material_type,consumer_product_types,agroecological_zone,production_system,maturity,colors,time_horizon,status,is_tpp,is_pipeline,shareable_link
639,1288,MS01288,dt-active,Banana,"Roots, tubers and bananas (RTBs)",Dessert,IITA,Banana Dessert CAF MS01288,Banana - Dessert | Non-Hybrid | CAF | Food; Fresh Market | NA | Mid Altitude; Highlands | Rainfed | NA,,Central Africa,Democratic Republic of Congo(212400),212400,Non-Hybrid,Food; Fresh Market,Highlands; Mid Altitude,Rainfed,NA,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Banana+Dessert+CAF+MS01288
2,3,MS00003,,Forages,Other crops,Urochloa isp,CIAT,Forages Urochloa isp EAF MS00003,Forages - Urochloa isp | Hybrid | EAF | Cut; Carry; Grazing | NA | Subhumid Tropical Savanna | Rainfed | NA,,East Africa,Ethiopia(174924); Kenya(103679); Tanzania(101926); Uganda(58316),438845,Hybrid,Carry; Cut; Grazing,Subhumid Tropical Savanna,Rainfed,NA,NA,Current,Active,Forages Urochloa isp EAF CIAT TPP00066,Forages Forage CIAT BP00023,https://glomip.cgiar.org/market-segments/profile/Forages+Urochloa+isp+EAF+MS00003
1,2,MS00002,,Forages,Other crops,Urochloa isp,CIAT,Forages Urochloa isp LAC MS00002,Forages - Urochloa isp | Hybrid | LAC | Cut; Carry; Grazing | NA | Subhumid Tropical Savanna | Rainfed | NA,,Latin America and the Caribbean,Brazil(1900000); Colombia(1340880); Honduras(215673); Mexico(533333); Nicaragua(433906); Venezuela(523295),4947087,Hybrid,Carry; Cut; Grazing,Subhumid Tropical Savanna,Rainfed,NA,NA,Current,Active,Forages Urochloa isp LAC CIAT TPP00065,Forages Forage CIAT BP00022,https://glomip.cgiar.org/market-segments/profile/Forages+Urochloa+isp+LAC+MS00002
93,279,MS00279,,Grasspea,Legumes,No Germplasm Type,ICARDA,Grasspea EAF MS00279,Grasspea | Non-Hybrid | EAF | Food; Low ODAP | Grey Mottled | Highlands | Rainfed | Mid,,East Africa,Ethiopia(90000),90000,Non-Hybrid,Food; Low ODAP,Highlands,Rainfed,Mid,Grey Mottled,Current,Active,Grasspea EAF ICARDA TPP00149,Grasspea ICARDA BP00064,https://glomip.cgiar.org/market-segments/profile/Grasspea+EAF+MS00279
92,278,MS00278,,Grasspea,Legumes,No Germplasm Type,ICARDA,Grasspea SA MS00278,Grasspea | Non-Hybrid | SA | Food; Low ODAP | Grey Mottled | Rice Fallow | Rainfed | Mid; Early,,South Asia,Bangladesh(70000); India(300000); Nepal(6255),376255,Non-Hybrid,Food; Low ODAP,Rice Fallow,Rainfed,Early; Mid,Grey Mottled,Current,Active,Grasspea SA ICARDA TPP00148,Grasspea ICARDA BP00064,https://glomip.cgiar.org/market-segments/profile/Grasspea+SA+MS00278
630,1247,MS01247,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut CAF MS01247,Groundnut | Non-Hybrid | CAF | Dual purpose | Red; Tan | Sahelian Zone; Sudan; Guinea Savannah | Rainfed | Early,,Central Africa,Cameroon(373615); Chad(642672),1016287,Non-Hybrid,Dual purpose,Guinea Savannah; Sahelian Zone; Sudan,Rainfed,Early,Red; Tan,Current,Active,Groundnut CAF CIMMYT TPP00885,Groundnut CIMMYT BP00143,https://glomip.cgiar.org/market-segments/profile/Groundnut+CAF+MS01247
631,1248,MS01248,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut CAF MS01248,Groundnut | Non-Hybrid | CAF | Dual purpose | Red; Tan | Sahelian Zone; Sudan; Guinea Savannah | Rainfed | Mid,,Central Africa,Cameroon(143698); Chad(120501),264199,Non-Hybrid,Dual purpose,Guinea Savannah; Sahelian Zone; Sudan,Rainfed,Mid,Red; Tan,Current,Active,Groundnut CAF CIMMYT TPP00889,Groundnut CIMMYT BP00144,https://glomip.cgiar.org/market-segments/profile/Groundnut+CAF+MS01248
632,1249,MS01249,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut CAF MS01249,Groundnut | Non-Hybrid | CAF | Confectionery | Red; Tan | Sahelian Zone; Sudan; Guinea Savannah | Rainfed | Mid,,Central Africa,Cameroon(57479); Chad(40167),97646,Non-Hybrid,Confectionery,Guinea Savannah; Sahelian Zone; Sudan,Rainfed,Mid,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+CAF+MS01249
171,388,MS00388,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut EAF MS00388,Groundnut | Non-Hybrid | EAF | Food; Food Processing | Tan | Low Altitude | Rainfed | Early,,East Africa,Sudan(2213281); Tanzania(547433); Uganda(71380),2832094,Non-Hybrid,Food; Food Processing,Low Altitude,Rainfed,Early,Tan,Current,Active,Groundnut EAF CIMMYT TPP00413,Groundnut CIMMYT BP00145,https://glomip.cgiar.org/market-segments/profile/Groundnut+EAF+MS00388
172,389,MS00389,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut EAF MS00389,Groundnut | Non-Hybrid | EAF | Food; Food Processing | Red | Low Altitude | Rainfed | Early,,East Africa,Uganda(71380),71380,Non-Hybrid,Food; Food Processing,Low Altitude,Rainfed,Early,Red,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+EAF+MS00389
173,390,MS00390,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut EAF MS00390,Groundnut | Non-Hybrid | EAF | Food; Food Processing; Confectionery Flour Snacks | Red | Mid Altitude | Rainfed | Mid,,East Africa,Sudan(49184); Tanzania(346268); Uganda(87242),482694,Non-Hybrid,Confectionery Flour Snacks; Food; Food Processing,Mid Altitude,Rainfed,Mid,Red,Current,Active,Groundnut EAF CIMMYT TPP00414,Groundnut CIMMYT BP00146,https://glomip.cgiar.org/market-segments/profile/Groundnut+EAF+MS00390
174,391,MS00391,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut EAF MS00391,Groundnut | Non-Hybrid | EAF | Food; Food Processing; Confectionery Flour Snacks | Tan | Mid Altitude | Rainfed | Late,,East Africa,Sudan(98368),98368,Non-Hybrid,Confectionery Flour Snacks; Food; Food Processing,Mid Altitude,Rainfed,Late,Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+EAF+MS00391
175,392,MS00392,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut EAF MS00392,Groundnut | Non-Hybrid | EAF | Food; Food Processing; Confectionery Flour Snacks | Tan | Mid Altitude | Rainfed | Mid,,East Africa,Sudan(98368); Tanzania(98934); Uganda(87242),284544,Non-Hybrid,Confectionery Flour Snacks; Food; Food Processing,Mid Altitude,Rainfed,Mid,Tan,Current,Active,Groundnut EAF CIMMYT TPP00420,Groundnut CIMMYT BP00147,https://glomip.cgiar.org/market-segments/profile/Groundnut+EAF+MS00392
515,961,MS00961,,Groundnut,Legumes,No Germplasm Type,ICRISAT,Groundnut SA MS00961,Groundnut | Non-Hybrid | SA | Oil Extraction; Food | Tan | Warm Subhumid Tropics | Rainfed | Early,,South Asia,India(1429030),1429030,Non-Hybrid,Food; Oil Extraction,Warm Subhumid Tropics,Rainfed,Early,Tan,Current,Active,Groundnut SA ICRISAT TPP00621,Groundnut ICRISAT BP00181,https://glomip.cgiar.org/market-segments/profile/Groundnut+SA+MS00961
516,962,MS00962,,Groundnut,Legumes,No Germplasm Type,ICRISAT,Groundnut SA MS00962,Groundnut | Non-Hybrid | SA | Oil Extraction; Food | Tan | Warm Subhumid Tropics | Rainfed | Mid,,South Asia,India(857418),857418,Non-Hybrid,Food; Oil Extraction,Warm Subhumid Tropics,Rainfed,Mid,Tan,Current,Active,Groundnut SA ICRISAT TPP00650,Groundnut ICRISAT BP00181,https://glomip.cgiar.org/market-segments/profile/Groundnut+SA+MS00962
517,963,MS00963,,Groundnut,Legumes,No Germplasm Type,ICRISAT,Groundnut SA MS00963,Groundnut | Non-Hybrid | SA | Confectionary; Food Processing | Tan | Warm Subhumid Tropics | Irrigated | Mid,,South Asia,Bangladesh(36679); India(476343),513022,Non-Hybrid,Confectionary; Food Processing,Warm Subhumid Tropics,Irrigated,Mid,Tan,Current,Active,Groundnut SA ICRISAT TPP00653,Groundnut ICRISAT BP00194,https://glomip.cgiar.org/market-segments/profile/Groundnut+SA+MS00963
518,964,MS00964,,Groundnut,Legumes,No Germplasm Type,ICRISAT,Groundnut SA MS00964,Groundnut | Non-Hybrid | SA | Confectionary; Food Processing | Tan | Warm Tropical Drylands | Rainfed | Mid,,South Asia,India(1524299),1524299,Non-Hybrid,Confectionary; Food Processing,Warm Tropical Drylands,Rainfed,Mid,Tan,Current,Active,Groundnut SA ICRISAT TPP00656,Groundnut ICRISAT BP00194,https://glomip.cgiar.org/market-segments/profile/Groundnut+SA+MS00964
519,965,MS00965,,Groundnut,Legumes,No Germplasm Type,ICRISAT,Groundnut SA MS00965,Groundnut | Non-Hybrid | SA | Confectionary; Food Processing | Tan | Warm Tropical Drylands | Supplemental irrigation | Late,,South Asia,India(762150),762150,Non-Hybrid,Confectionary; Food Processing,Warm Tropical Drylands,Supplemental irrigation,Late,Tan,Current,Active,Groundnut SA ICRISAT TPP00657,Groundnut ICRISAT BP00194,https://glomip.cgiar.org/market-segments/profile/Groundnut+SA+MS00965
176,393,MS00393,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut SAF MS00393,Groundnut | Non-Hybrid | SAF | Food; Food Processing | Tan | Low Altitude | Rainfed | Early,,Southern Africa,Malawi(16788); Mozambique(315371); Zambia(40248),372407,Non-Hybrid,Food; Food Processing,Low Altitude,Rainfed,Early,Tan,Current,Active,Groundnut SAF CIMMYT TPP00416,Groundnut CIMMYT BP00145,https://glomip.cgiar.org/market-segments/profile/Groundnut+SAF+MS00393
177,394,MS00394,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut SAF MS00394,Groundnut | Non-Hybrid | SAF | Food; Food Processing | Red | Low Altitude | Rainfed | Early,,Southern Africa,Mozambique(4312),4312,Non-Hybrid,Food; Food Processing,Low Altitude,Rainfed,Early,Red,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+SAF+MS00394
178,395,MS00395,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut SAF MS00395,Groundnut | Non-Hybrid | SAF | Food; Food Processing; Confectionery Flour Snacks | Red | Mid Altitude | Rainfed | Mid,,Southern Africa,Malawi(235039); Mozambique(41102); Zambia(60373),336514,Non-Hybrid,Confectionery Flour Snacks; Food; Food Processing,Mid Altitude,Rainfed,Mid,Red,Current,Active,Groundnut SAF CIMMYT TPP00417,Groundnut CIMMYT BP00146,https://glomip.cgiar.org/market-segments/profile/Groundnut+SAF+MS00395
179,397,MS00397,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut SAF MS00397,Groundnut | Non-Hybrid | SAF | Food; Food Processing; Confectionery Flour Snacks | Tan | Mid Altitude | Rainfed | Mid,,Southern Africa,Malawi(83942); Mozambique(91338); Zambia(100621),275901,Non-Hybrid,Confectionery Flour Snacks; Food; Food Processing,Mid Altitude,Rainfed,Mid,Tan,Current,Active,Groundnut SAF CIMMYT TPP00415,Groundnut CIMMYT BP00147,https://glomip.cgiar.org/market-segments/profile/Groundnut+SAF+MS00397
525,988,MS00988,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut SAF MS00988,Groundnut | Non-Hybrid | SAF | Confectionery; Confectionery Flour Snacks; Snacks; Peanut Butter | Tan; Red skin | N/A | Rainfed | Late,,Southern Africa,Malawi(67154); Zambia(17318),84472,Non-Hybrid,Confectionery; Confectionery Flour Snacks; Peanut Butter; Snacks,,Rainfed,Late,Red skin; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+SAF+MS00988
526,989,MS00989,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut SAF MS00989,Groundnut | Non-Hybrid | SAF | Oil Extraction | Tan; Red skin | High Altitude; Medium Rainfall; High Rainfall | Rainfed | Late,,Southern Africa,Malawi(50365); Zambia(18278),68643,Non-Hybrid,Oil Extraction,High Altitude; High Rainfall; Medium Rainfall,Rainfed,Late,Red skin; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+SAF+MS00989
522,977,MS00977,,Groundnut,Legumes,No Germplasm Type,ICRISAT,Groundnut SEA MS00977,Groundnut | Non-Hybrid | SEA | Export market; Table; Food | Red skin | Warm Tropical Drylands | Rainfed | Mid,,South East Asia,Myanmar(815829),815829,Non-Hybrid,Export market; Food; Table,Warm Tropical Drylands,Rainfed,Mid,Red skin,Current,Active,Groundnut SEA ICRISAT TPP00655,Groundnut ICRISAT BP00194,https://glomip.cgiar.org/market-segments/profile/Groundnut+SEA+MS00977
264,627,MS00627,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00627,Groundnut | Non-Hybrid | WAF | Food; Confectionery | Red; Tan | Sudan; Guinea Savannah; Sahelian Zone | Rainfed | Early,,West Africa,Ghana(196166),196166,Non-Hybrid,Confectionery; Food,Guinea Savannah; Sahelian Zone; Sudan,Rainfed,Early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00627
265,629,MS00629,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00629,Groundnut | Non-Hybrid | WAF | Food; Confectionery | Red; Tan | Guinea Savannah; Sudan | Rainfed | Mid,,West Africa,Burkina Faso(33547); Nigeria(109884); Senegal(63992); Togo(8000),215423,Non-Hybrid,Confectionery; Food,Guinea Savannah; Sudan,Rainfed,Mid,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00629
266,630,MS00630,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00630,Groundnut | Non-Hybrid | WAF | Dual purpose | Red; Tan | Sudan; Guinea Savannah; Sahelian Zone | Rainfed | Early,,West Africa,Burkina Faso(335468); Ghana(49042); Mali(305680); Niger(105304); Nigeria(1465124); Senegal(383951); Togo(15000),2659569,Non-Hybrid,Dual purpose,Guinea Savannah; Sahelian Zone; Sudan,Rainfed,Early,Red; Tan,Current,Active,Groundnut WAF CIMMYT TPP00338,Groundnut CIMMYT BP00143,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00630
267,631,MS00631,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00631,Groundnut | Non-Hybrid | WAF | Dual purpose | Red; Tan | Northern Guinea Savanna; Sudan | Rainfed | Mid,,West Africa,Burkina Faso(134187); Ghana(32694); Mali(127367); Nigeria(1098843); Senegal(639918); Togo(13000),2046009,Non-Hybrid,Dual purpose,Northern Guinea Savanna; Sudan,Rainfed,Mid,Red; Tan,Current,Active,Groundnut WAF CIMMYT TPP00365,Groundnut CIMMYT BP00144,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00631
268,632,MS00632,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00632,Groundnut | Non-Hybrid | WAF | Dual purpose | Red; Tan | Sahelian Zone | Rainfed | Extra-early,,West Africa,Burkina Faso(67094); Niger(737131); Senegal(127983),932208,Non-Hybrid,Dual purpose,Sahelian Zone,Rainfed,Extra-early,Red; Tan,Current,Active,Groundnut WAF CIMMYT TPP00370,Groundnut CIMMYT BP00143,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00632
269,633,MS00633,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00633,Groundnut | Non-Hybrid | WAF | Dual purpose | Red; Tan | Guinea Savannah | Rainfed | Late,,West Africa,Nigeria(732562),732562,Non-Hybrid,Dual purpose,Guinea Savannah,Rainfed,Late,Red; Tan,Current,Active,Groundnut WAF CIMMYT TPP00366,Groundnut CIMMYT BP00144,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00633
270,634,MS00634,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00634,Groundnut | Non-Hybrid | WAF | Dual purpose; Confectionery | Red; Tan | Guinea Savannah | Rainfed | Late,,West Africa,Nigeria(256396),256396,Non-Hybrid,Confectionery; Dual purpose,Guinea Savannah,Rainfed,Late,Red; Tan,Current,Active,Groundnut WAF CIMMYT TPP00367,Groundnut CIMMYT BP00144,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00634
271,636,MS00636,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00636,Groundnut | Non-Hybrid | WAF | Dual purpose; Confectionery | Red; Tan | Sudan; Guinea Savannah; Sahelian Zone | Irrigated | Early,,West Africa,Senegal(63992),63992,Non-Hybrid,Confectionery; Dual purpose,Guinea Savannah; Sahelian Zone; Sudan,Irrigated,Early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00636
272,637,MS00637,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00637,Groundnut | Non-Hybrid | WAF | Dual purpose; Confectionery | Red; Tan | Sahelian Zone | Rainfed | Extra-early,,West Africa,Burkina Faso(67094),67094,Non-Hybrid,Confectionery; Dual purpose,Sahelian Zone,Rainfed,Extra-early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00637
273,638,MS00638,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00638,Groundnut | Non-Hybrid | WAF | Multipurpose; Fresh; Boiled Grain | Red; Tan | Guinea Savannah; Sudan | Rainfed | Extra-early,,West Africa,Burkina Faso(33547); Ghana(16348); Togo(14000),63895,Non-Hybrid,Boiled Grain; Fresh; Multipurpose,Guinea Savannah; Sudan,Rainfed,Extra-early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00638
274,639,MS00639,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00639,Groundnut | Non-Hybrid | WAF | Multipurpose; Composite flour | Red; Tan | Derived Guinea Savanna; Sudan | Rainfed | Extra-early,,West Africa,Ghana(32694),32694,Non-Hybrid,Composite flour; Multipurpose,Derived Guinea Savanna; Sudan,Rainfed,Extra-early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00639
275,640,MS00640,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00640,Groundnut | Non-Hybrid | WAF | Food; Fresh pod | Red; Tan | Sudan; Guinea Savannah; Sahelian Zone | Rainfed | Early,,West Africa,Mali(76420); Togo(4000),80420,Non-Hybrid,Food; Fresh pod,Guinea Savannah; Sahelian Zone; Sudan,Rainfed,Early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00640
482,916,MS00916,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00916,Groundnut | Non-Hybrid | WAF | Food; High protein | Red; Tan | Sudan Savanna; Sahelian Zone | Rainfed | Extra-early,,West Africa,Niger(157957),157957,Non-Hybrid,Food; High protein,Sahelian Zone; Sudan Savanna,Rainfed,Extra-early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00916
483,917,MS00917,,Groundnut,Legumes,No Germplasm Type,1CG,Groundnut WAF MS00917,Groundnut | Non-Hybrid | WAF | Food; High protein | Red; Tan | Sahelian Zone; Sudan Savanna | Rainfed | Early,,West Africa,Niger(52653),52653,Non-Hybrid,Food; High protein,Sahelian Zone; Sudan Savanna,Rainfed,Early,Red; Tan,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Groundnut+WAF+MS00917
635,1264,MS01264,,Lentil,Legumes,No Germplasm Type,ICARDA,Lentil CA MS01264,Lentil | Non-Hybrid | CA | Food; Large Sized | Red | Cereal System | Rainfed | Late,,Central Asia,Kazakhstan(230641),230641,Non-Hybrid,Food; Large Sized,Cereal System,Rainfed,Late,Red,Current,Active,Lentil CA ICARDA TPP00906,Lentil ICARDA BP00066,https://glomip.cgiar.org/market-segments/profile/Lentil+CA+MS01264
89,275,MS00275,,Lentil,Legumes,No Germplasm Type,ICARDA,Lentil EAF MS00275,Lentil | Non-Hybrid | EAF | Food; Small Sized | Red | Highlands | Rainfed | Mid,,East Africa,Eritrea(509); Ethiopia(103179); Kenya(1887); Sudan(9896),115471,Non-Hybrid,Food; Small Sized,Highlands,Rainfed,Mid,Red,Current,Active,Lentil EAF ICARDA TPP00151,Lentil ICARDA BP00067,https://glomip.cgiar.org/market-segments/profile/Lentil+EAF+MS00275
91,277,MS00277,,Lentil,Legumes,No Germplasm Type,ICARDA,Lentil NAF MS00277,Lentil | Non-Hybrid | NAF | Food; Large Sized | Yellow | Cereal System | Rainfed | Late,,North Africa,Algeria(16800); Morocco(33179); Tunisia(2022),52001,Non-Hybrid,Food; Large Sized,Cereal System,Rainfed,Late,Yellow,Current,Active,Lentil NAF ICARDA TPP00153,Lentil ICARDA BP00066,https://glomip.cgiar.org/market-segments/profile/Lentil+NAF+MS00277
88,274,MS00274,,Lentil,Legumes,No Germplasm Type,ICARDA,Lentil SA MS00274,Lentil | Non-Hybrid | SA | Food; Small Sized | Red | Rice System | Rainfed | Early,,South Asia,Bangladesh(142173); Bhutan(15); India(1487397); Nepal(186792); Pakistan(3260),1819637,Non-Hybrid,Food; Small Sized,Rice System,Rainfed,Early,Red,Current,Active,Lentil SA ICARDA TPP00150,Lentil ICARDA BP00068,https://glomip.cgiar.org/market-segments/profile/Lentil+SA+MS00274
90,276,MS00276,,Lentil,Legumes,No Germplasm Type,ICARDA,Lentil WA MS00276,Lentil | Non-Hybrid | WA | Food; Large Sized | Red | Cereal System | Rainfed | Late,,West Asia,Iran(75513); Syria(68971); Turkey(273049),417533,Non-Hybrid,Food; Large Sized,Cereal System,Rainfed,Late,Red,Current,Active,Lentil WA ICARDA TPP00152,Lentil ICARDA BP00066,https://glomip.cgiar.org/market-segments/profile/Lentil+WA+MS00276
453,871,MS00871,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00871,Maize | Non-Hybrid | CAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Extra-early; Early,,Central Africa,Cameroon(31967),31967,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,Yellow,Current,Active,Maize CAF IITA TPP00208,Maize IITA BP00087,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00871
454,872,MS00872,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00872,Maize | Non-Hybrid | CAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Mid; Late,,Central Africa,Cameroon(202455); Democratic Republic of Congo(118914),321369,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,Yellow,Current,Active,Maize CAF IITA TPP00224,Maize IITA BP00089,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00872
455,873,MS00873,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00873,Maize | Non-Hybrid | CAF | Food; Feed | Orange | All relevant production environments | Rainfed | Extra-early; Early,,Central Africa,Democratic Republic of Congo(71348),71348,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,Orange,Current,Active,Maize CAF IITA TPP00212,Maize IITA BP00087,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00873
456,874,MS00874,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00874,Maize | Non-Hybrid | CAF | Food; Feed | Orange | All relevant production environments | Rainfed | Mid; Late,,Central Africa,Democratic Republic of Congo(499437),499437,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,Orange,Current,Active,Maize CAF IITA TPP00228,Maize IITA BP00089,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00874
457,875,MS00875,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00875,Maize | Non-Hybrid | CAF | Food; Feed | White | All relevant production environments | Rainfed | Extra-early; Early,,Central Africa,Cameroon(170488); Democratic Republic of Congo(118914),289402,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,White,Current,Active,Maize CAF IITA TPP00216,Maize IITA BP00088,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00875
458,876,MS00876,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00876,Maize | Non-Hybrid | CAF | Food; Feed | White | All relevant production environments | Rainfed | Mid; Late,,Central Africa,Cameroon(522120); Democratic Republic of Congo(1569660),2091780,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,White,Current,Active,Maize CAF IITA TPP00232,Maize IITA BP00090,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00876
459,877,MS00877,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00877,Maize | Hybrid | CAF | Food; Feed | White | All relevant production environments | Rainfed | Mid; Late,,Central Africa,Cameroon(10656),10656,Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,White,Current,Active,Maize CAF IITA TPP00233,Maize IITA BP00090,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00877
460,878,MS00878,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00878,Maize | Hybrid | CAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Extra-early; Early,,Central Africa,Cameroon(21311),21311,Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,Yellow,Current,Active,Maize CAF IITA TPP00209,Maize IITA BP00087,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00878
461,879,MS00879,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS00879,Maize | Hybrid | CAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Mid; Late,,Central Africa,Cameroon(106555),106555,Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,Yellow,Current,Active,Maize CAF IITA TPP00225,Maize IITA BP00089,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS00879
647,1301,MS01301,,Maize,Cereals,No Germplasm Type,IITA,Maize CAF MS01301,Maize | Hybrid | CAF | Food; Feed | White | All relevant production environments | Rainfed | Extra-early; Early,,Central Africa,Cameroon(275778),275778,Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,White,Current,Active,Maize CAF IITA TPP01027,Maize IITA BP00088,https://glomip.cgiar.org/market-segments/profile/Maize+CAF+MS01301
164,370,MS00370,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize EAF MS00370,Maize | Hybrid | EAF | Food; Provit A Biofortified | Orange | Tropical Lowlands; Mid Altitude | Rainfed | Early; Mid; Late,,East Africa,,,Hybrid,Food; Provit A Biofortified,Mid Altitude; Tropical Lowlands,Rainfed,Early; Late; Mid,Orange,Future,Active,Maize TZA TARI TPP00587,Maize CIMMYT BP00040,https://glomip.cgiar.org/market-segments/profile/Maize+EAF+MS00370
165,371,MS00371,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize EAF MS00371,Maize | Hybrid | EAF | Food; High Zn Biofortified | White | Tropical Lowlands; Mid Altitude | Rainfed | Late,,East Africa,,,Hybrid,Food; High Zn Biofortified,Mid Altitude; Tropical Lowlands,Rainfed,Late,White,Future,Active,Maize EAF CIMMYT TPP00094 ;Maize ETH EIAR TPP00729,Maize CIMMYT BP00037  ;Maize CIMMYT BP00040,https://glomip.cgiar.org/market-segments/profile/Maize+EAF+MS00371
